ORDERNUMBER,QUANTITYORDERED,PRICE,SALES,ORDERDATE,STATUS,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,POSTALCODE,COUNTRY,CONTACTFIRSTNAME,CONTACTLASTNAME,DEALSIZE
10125,32,100,3254.72,5/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1342,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10139,31,100,3184.94,7/16/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10149,50,100,5907.5,09-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Medium
10162,48,91.44,4389.12,10/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10173,43,100,5036.16,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Medium
10182,25,87.33,2183.25,11-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10193,28,100,3106.88,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1342,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Medium
10205,36,100,3735.72,12-03-03 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10215,27,89.38,2413.26,1/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,West Coast Collectables Co.,Burbank,CA,94019,USA,Steve,Thompson,Small
10227,25,100,2953.75,03-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Small
10244,40,100,4684.8,4/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10256,34,95.55,3248.7,06-08-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Medium
10280,50,100,5239.5,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Medium
10289,38,100,4567.98,09-03-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10304,37,95.55,3535.35,10-11-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Medium
10312,43,89.38,3843.34,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10322,43,86.3,3710.9,11-04-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10332,46,95.13,4375.98,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10346,42,36.11,1516.62,11/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Small
10356,50,50.18,2509,12-09-04 0:00,Shipped,2004,Vintage Cars,80,S18_1342,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Small
10369,44,100,9240.44,1/20/2005 0:00,Shipped,2005,Vintage Cars,80,S18_1342,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Large
10380,27,93.16,2515.32,2/16/2005 0:00,Shipped,2005,Vintage Cars,80,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10391,35,100,5548.9,03-09-05 0:00,Shipped,2005,Vintage Cars,80,S18_1342,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10422,51,95.55,4873.05,5/30/2005 0:00,In Process,2005,Vintage Cars,80,S18_1342,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Medium
10102,41,50.14,2055.74,01-10-03 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Small
10111,48,49.06,2354.88,3/25/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Small
10126,42,54.99,2309.58,5/28/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1367,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10139,49,43.13,2113.37,7/16/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Small
10149,30,58.22,1746.6,09-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Small
10162,45,51.21,2304.45,10/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10173,48,44.21,2122.08,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Small
10182,32,54.45,1742.4,11-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10193,46,53.37,2455.02,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1367,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Small
10205,48,63.61,3053.28,12-03-03 0:00,Shipped,2003,Vintage Cars,80,S18_1367,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10215,33,43.13,1423.29,1/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,West Coast Collectables Co.,Burbank,CA,94019,USA,Steve,Thompson,Small
10227,31,48.52,1504.12,03-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Small
10244,20,58.22,1164.4,4/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10256,29,51.75,1500.75,06-08-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Small
10280,27,57.68,1557.36,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Small
10289,24,56.07,1345.68,09-03-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Small
10304,37,48.52,1795.24,10-11-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Small
10312,25,44.21,1105.25,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10322,41,57.68,2364.88,11-04-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Small
10332,27,89.89,2427.03,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Small
10347,21,58.95,1237.95,11/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1367,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Small
10356,22,72.41,1593.02,12-09-04 0:00,Shipped,2004,Vintage Cars,80,S18_1367,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Small
10369,32,98.63,3156.16,1/20/2005 0:00,Shipped,2005,Vintage Cars,80,S18_1367,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Medium
10381,25,52.83,1320.75,2/17/2005 0:00,Shipped,2005,Vintage Cars,80,S18_1367,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10391,42,100,4998,03-09-05 0:00,Shipped,2005,Vintage Cars,80,S18_1367,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10422,25,51.75,1293.75,5/30/2005 0:00,In Process,2005,Vintage Cars,80,S18_1367,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Small
10110,37,100,5433.08,3/18/2003 0:00,Shipped,2003,Classic Cars,80,S18_1589,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10123,26,100,3073.72,5/20/2003 0:00,Shipped,2003,Classic Cars,80,S18_1589,Atelier graphique,Nantes,,44000,France,Carine,Schmitt,Medium
10137,44,99.55,4380.2,07-10-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,Reims Collectables,Reims,,51100,France,Paul,Henriot,Medium
10148,47,100,5848.68,09-11-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10161,43,100,6153.73,10/17/2003 0:00,Shipped,2003,Classic Cars,80,S18_1589,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10172,42,100,4965.24,11-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Medium
10181,42,100,5435.64,11-12-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10192,29,100,4258.36,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S18_1589,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10204,40,100,4032,12-02-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10212,38,100,4492.36,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10226,38,100,4161.38,2/26/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Valarie,Thompson,Medium
10241,21,100,2508.66,4/13/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Mini Caravy,Strasbourg,,67000,France,Frederique,Citeaux,Small
10253,24,100,3374.88,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S18_1589,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Medium
10266,36,100,5196.6,07-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1589,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Medium
10278,23,100,2604.52,08-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1589,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Small
10288,20,100,2936.8,09-01-04 0:00,Shipped,2004,Classic Cars,80,S18_1589,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Small
10301,32,100,3424.64,10-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1589,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,Jan,Klaeboe,Medium
10311,29,100,2923.2,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10321,44,100,4489.76,11-04-04 0:00,Shipped,2004,Classic Cars,80,S18_1589,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Medium
10331,44,100,4849.24,11/17/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Medium
10343,36,100,5848.92,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S18_1589,Reims Collectables,Reims,,51100,France,Paul,Henriot,Medium
10367,49,56.3,2758.7,01-12-05 0:00,Resolved,2005,Classic Cars,80,S18_1589,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Small
10378,34,42.64,1449.76,02-10-05 0:00,Shipped,2005,Classic Cars,80,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10407,59,100,7048.14,4/22/2005 0:00,On Hold,2005,Classic Cars,80,S18_1589,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Large
10419,37,100,5202.94,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S18_1589,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10106,36,100,5279.4,2/17/2003 0:00,Shipped,2003,Planes,80,S18_1662,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Medium
10119,43,100,6916.12,4/28/2003 0:00,Shipped,2003,Planes,80,S18_1662,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10131,21,100,2781.66,6/16/2003 0:00,Shipped,2003,Planes,80,S18_1662,Gift Ideas Corp.,Glendale,CT,97561,USA,Dan,Lewis,Small
10143,32,100,5248,08-10-03 0:00,Shipped,2003,Planes,80,S18_1662,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Medium
10155,38,100,6531.44,10-06-03 0:00,Shipped,2003,Planes,80,S18_1662,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Medium
10167,43,100,5763.72,10/23/2003 0:00,Cancelled,2003,Planes,80,S18_1662,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Medium
10178,42,100,6490.68,11-08-03 0:00,Shipped,2003,Planes,80,S18_1662,Alpha Cognac,Toulouse,,31000,France,Annette,Roulet,Medium
10186,32,100,6004.8,11/14/2003 0:00,Shipped,2003,Planes,80,S18_1662,"Double Decker Gift Stores, Ltd",London,,WA1 1DP,UK,Thomas,Hardy,Medium
10198,42,100,7483.98,11/27/2003 0:00,Shipped,2003,Planes,80,S18_1662,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Large
10210,31,100,5719.5,01-12-04 0:00,Shipped,2004,Planes,80,S18_1662,Osaka Souveniers Co.,Osaka,Osaka,530-0003,Japan,Mory,Kentary,Medium
10222,49,100,6954.08,2/19/2004 0:00,Shipped,2004,Planes,80,S18_1662,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Valarie,Thompson,Medium
10250,45,100,8160.3,05-11-04 0:00,Shipped,2004,Planes,80,S18_1662,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Large
10262,49,100,6567.96,6/24/2004 0:00,Cancelled,2004,Planes,80,S18_1662,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10274,41,100,6724,7/21/2004 0:00,Shipped,2004,Planes,80,S18_1662,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Medium
10284,45,100,5747.85,8/21/2004 0:00,Shipped,2004,Planes,80,S18_1662,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,Jan,Klaeboe,Medium
10296,36,100,5676.84,9/15/2004 0:00,Shipped,2004,Planes,80,S18_1662,"Bavarian Collectables Imports, Co.",Munich,,80686,Germany,Michael,Donnermeyer,Medium
10307,39,100,7379.97,10/14/2004 0:00,Shipped,2004,Planes,80,S18_1662,"Classic Gift Ideas, Inc",Philadelphia,PA,71270,USA,Francisca,Cervantes,Large
10316,27,100,3704.13,11-01-04 0:00,Shipped,2004,Planes,80,S18_1662,giftsbymail.co.uk,Cowes,Isle of Wight,PO31 7PJ,UK,Helen,Bennett,Medium
10327,25,100,2804.75,11-10-04 0:00,Resolved,2004,Planes,80,S18_1662,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Small
10338,41,100,5624.79,11/22/2004 0:00,Shipped,2004,Planes,80,S18_1662,Royale Belge,Charleroi,,B-6000,Belgium,Pascale,Cartrain,Medium
10351,39,99.52,3881.28,12-03-04 0:00,Shipped,2004,Planes,80,S18_1662,"Stylish Desk Decors, Co.",London,,WX3 6FW,UK,Ann,Brown,Medium
10373,28,57.55,1611.4,1/31/2005 0:00,Shipped,2005,Planes,80,S18_1662,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Small
10386,25,54.57,1364.25,03-01-05 0:00,Resolved,2005,Planes,80,S18_1662,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10398,33,100,4215.09,3/30/2005 0:00,Shipped,2005,Planes,80,S18_1662,Reims Collectables,Reims,,51100,France,Paul,Henriot,Medium
10400,34,100,6433.82,04-01-05 0:00,Shipped,2005,Planes,80,S18_1662,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Medium
10416,24,100,4352.16,05-10-05 0:00,Shipped,2005,Planes,80,S18_1662,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Medium
10100,30,100,5151,01-06-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10110,42,100,6069,3/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1749,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10124,21,100,2856,5/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Small
10149,34,100,5375.4,09-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Medium
10162,29,100,5176.5,10/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10173,24,100,3508.8,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Medium
10182,44,100,7554.8,11-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10193,21,100,3141.6,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1749,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Medium
10204,33,100,5890.5,12-02-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10214,30,100,5967,1/26/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Medium
10227,26,100,3712.8,03-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_1749,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Medium
10241,41,100,7597.3,4/13/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Mini Caravy,Strasbourg,,67000,France,Frederique,Citeaux,Large
10280,26,100,3668.6,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Medium
10288,32,100,5875.2,09-01-04 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Medium
10302,43,100,7310,10-06-03 0:00,Shipped,2003,Vintage Cars,80,S18_1749,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Large
10312,48,100,8078.4,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10331,44,74.04,3257.76,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Medium
10344,45,100,7650,11/25/2004 0:00,Shipped,2004,Vintage Cars,80,S18_1749,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Large
10367,37,100,4703.81,01-12-05 0:00,Resolved,2005,Vintage Cars,80,S18_1749,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Medium
10379,39,100,5399.55,02-10-05 0:00,Shipped,2005,Vintage Cars,80,S18_1749,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10407,76,100,14082.8,4/22/2005 0:00,On Hold,2005,Vintage Cars,80,S18_1749,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Large
10420,37,100,5283.6,5/29/2005 0:00,In Process,2005,Vintage Cars,80,S18_1749,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10108,38,82.39,3130.82,03-03-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Medium
10122,43,72.38,3112.34,05-08-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Medium
10135,48,79.31,3806.88,07-02-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10147,26,82.39,2142.14,09-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Small
10160,38,88.55,3364.9,10-11-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,,USA,Michael,Chandler,Medium
10170,20,63.14,1262.8,11-04-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Small
10181,22,73.92,1626.24,11-12-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Small
10192,45,90.86,4088.7,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S18_1889,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10203,45,85.47,3846.15,12-02-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10212,20,66.99,1339.8,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10225,47,64.68,3039.96,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10239,46,73.92,3400.32,04-12-04 0:00,Shipped,2004,Classic Cars,80,S18_1889,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Medium
10253,23,83.93,1930.39,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S18_1889,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Small
10266,33,74.69,2464.77,07-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1889,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Small
10278,29,90.86,2634.94,08-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1889,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Small
10287,44,82.39,3625.16,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10300,41,92.4,3788.4,10-04-03 0:00,Shipped,2003,Classic Cars,80,S18_1889,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Medium
10310,20,91.63,1832.6,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Small
10321,37,78.54,2905.98,11-04-04 0:00,Shipped,2004,Classic Cars,80,S18_1889,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Small
10329,29,100,2954.81,11/15/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Small
10342,55,65.45,3599.75,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S18_1889,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10363,22,100,3686.54,01-06-05 0:00,Shipped,2005,Classic Cars,80,S18_1889,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10377,31,67.76,2100.56,02-09-05 0:00,Shipped,2005,Classic Cars,80,S18_1889,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Small
10389,49,79.22,3881.78,03-03-05 0:00,Shipped,2005,Classic Cars,80,S18_1889,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Medium
10405,61,73.92,4509.12,4/14/2005 0:00,Shipped,2005,Classic Cars,80,S18_1889,Mini Caravy,Strasbourg,,67000,France,Frederique,Citeaux,Medium
10419,39,83.93,3273.27,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S18_1889,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10109,38,100,4432.7,03-10-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Medium
10122,31,100,4100.99,05-08-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Medium
10136,36,100,5274.72,07-04-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Alpha Cognac,Toulouse,,31000,France,Annette,Roulet,Medium
10148,25,100,4232,09-11-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10161,48,100,6145.44,10/17/2003 0:00,Shipped,2003,Classic Cars,80,S18_1984,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10171,35,100,4680.2,11-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,Jean,Fresnisre,Medium
10181,21,100,3286.08,11-12-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10192,47,100,7421.3,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S18_1984,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Large
10204,38,100,6432.64,12-02-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10212,41,100,4840.87,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10226,24,100,3892.08,2/26/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Valarie,Thompson,Medium
